"""News"" if validated",Affected sq km,Affected,Annual DFO #,Began,Damage $ (USD),Main Flood Cause,Country,Damage (USD),Date Began,Dead,Detailed Locations,Displaced,Duration in Days,Ended,Glide #,Latitude of Centroid Y,Longitude of Centroid X,M>4,M>6,Magnitude (M)**,Main cause,Nations,Notes and Comments,Number of Records,Other,Register #,Severity *,Total annual floods M>4,Total annual floods M>6,Total floods M>4,Total floods M>6,Validation (post event #3503)
,163207.32,,84,25/08/1994,,Heavy Rain,Ethiopia,,25/08/1994,87,Addis Ababa. northern Wollo region.,6000,7,31/08/1994,0,10.664,40.3477,1,1,6.057837673,Heavy rain,,"740 hectares (1,820 acres) of cultivated land in Wollo region were devastated.",1,0,890,1,69,18,787,188,0
,33681.92,,83,24/08/1994,75000000,Heavy Rain,Moldova,"75,000,000",24/08/1994,47,"Regions: Telenesht, Arkhei, Strasheny, Khenchesht, Chemeshlia",1300,6,29/08/1994,0,46.9737,28.4296,1,0,5.305548090,Heavy rain,,"Flooding and mudslides.  300 houses destroyed, 3,000 severely damaged.  35,000 hectares of vineyards and orchards in central Moldova flooded.  86,000 acres of crops ruined, 70,000 hens drowned, and 120 cattle and 1,000 pigs died.",1,0,889,1,68,17,786,187,0
,17316.85,,82,22/08/1994,,Torrential Rain,Pakistan,,22/08/1994,24,Balochistan Province - Sibi Division,0,6,27/08/1994,0,29.6075,67.8824,1,0,5.016620145,Torrential rain,,,1,0,888,1,67,17,785,187,0
,14450.04,,81,20/08/1994,,Torrential Rain,India,,20/08/1994,9,"Himachal Pradesh State - Kullu District, Baladhi Village",0,4,23/08/1994,0,31.7668,77.27,1,0,4.761929041,Torrential rain,,,1,0,887,1,66,17,784,187,0
,39018.9,,80,20/08/1994,,Heavy Rain,Ecuador,,20/08/1994,5,"Regions: Southern Andean, La Josefina",500,5,24/08/1994,0,-2.21514,-78.9872,1,0,5.290245026,Heavy rain,,Extensive damage to crops.,1,0,886,1,65,17,783,187,0
,21306.15,,77,15/08/1994,,Heavy Rain,Ethiopia,,15/08/1994,18,"Southern Gonder Province - Kemkem, Tach Gayint",0,4,18/08/1994,0,11.8465,38.0793,1,0,4.930564972,Heavy rain,,"1,000 sheep and goats lost, 145 hectares of crops ruined in Tach Gayint.",1,0,885,1,64,17,782,187,0
,206025.85,,76,21/08/1994,1260000000,Tropical Cyclone,China,"1,260,000,000",21/08/1994,762,"Zhejiang Province - WenzhouJiangsu Province - Shanghai, Suzhou",600000,4,24/08/1994,0,31.1521,120.692,1,1,6.217011702,Tropical cyclone,,"Floods worse than any in the last century.  800,000 houses damaged or destroyed.  367,000 farm animals killed and 741,000 acres (300,000 hectares) of farmland throughout Zhejiang damaged.",1,0,884,2,63,17,781,187,0
,318187.81,,74,09/08/1994,,Monsoon Rain,Pakistan,,09/08/1994,26,"Central and Southern Pakistan - Sindh Province, Bhakkar, Kotri",40000,7,15/08/1994,0,27.7849,68.1903,1,1,6.347781578,Monsoonal Rain,,Crops destroyed and livestock decimated.,1,0,883,1,62,16,780,186,0
,19784.16,,73,08/08/1994,,Heavy Rain,Afghanistan,,08/08/1994,2,Ghazni Province - Qara Bagh,0,4,11/08/1994,0,33.17,67.8618,1,0,4.898377607,Heavy rain,,Floodwaters destroyed 54 houses and 370 irrigation channels.  Agriculture produce swept away along with the cattle of 70 nomad families.,1,0,882,1,61,15,779,185,0
,594752.97,,72,01/08/1994,,Heavy Rain,Niger,,01/08/1994,27,Southern and Western Niger,20000,10,10/08/1994,0,15.5798,6.87118,1,1,6.774336619,Heavy rain,,"Floods destroyed 2,000 homes, 32 mosques and schools.  7,500 hectares (19,000 acres) of farmland under water.  Heaviest rain in 20 yrs.",1,0,881,1,60,15,778,185,0
,16795.7,,71,08/08/1994,,Torrential Rain,India,,08/08/1994,11,"Himachal Pradesh State: resort in Fojal villiage, Kulu District",0,3,10/08/1994,0,31.7821,76.9177,1,0,4.702319364,Torrential rain,,,1,0,880,1,59,14,777,184,0
,292130.64,,70,04/08/1994,,Monsoon Rain,India,,04/08/1994,53,Uttar Pradesh State,3000,8,11/08/1994,0,27.586,80.6237,1,1,6.368667097,Monsoonal Rain,,Thousands homeless.,1,0,879,1,58,14,776,184,0
,3849.87,,68,06/08/1994,,Tropical Cyclone,China,,06/08/1994,14,"Hong Kong, Southern Guangdong Province",0,5,10/08/1994,0,22.5094,114.207,1,0,4.284416069,Tropical cyclone,,,1,0,878,1,57,13,775,183,0
,1094009.75,,67,04/08/1994,,Heavy Rain,Sudan,,04/08/1994,8,"Provinces: Norther Kordofan (Hamrat el Waz, Dongola), Darfur, Al Wusta (Jebel Aulia refugee camp), Al Khartum (Khartoum)",2000,14,17/08/1994,0,15.5645,30.026,1,1,7.486179224,Heavy rain,,"Flood waters from Managil Dam killed eight people and destroyed 120 dwellings.  Longest spate of rain in five years. 400 families displaced in Kordofan. Nile over 12.55 m, higher than the 1988 40 yr flood.",1,0,877,2,56,13,774,183,0
,32565.85,,65,05/08/1994,19000000,Heavy Rain,Russia,"19,000,000",05/08/1994,20,"Bashkortostan: Beloretsk, Bashkiria region - villages of Tirlyan, Avzalovo, Kazylyarovo, Alakagovo",1000,4,08/08/1994,0,53.574,58.4183,1,0,5.114822409,Heavy rain,,Dam break following heavy rain in the Ural Mountains.  380 farms badly damaged.,1,0,876,1,55,12,773,182,0
,27168.55,,64,07/08/1994,148000000,Tropical Cyclone,Taiwan,"148,000,000",07/08/1994,9,Southern Taiwan - Kaohsiung,3600,10,16/08/1994,0,23.2024,120.838,1,0,5.735096456,Tropical cyclone,,"Up to 5 m of floodwater.  $20.3 million worth of agricultural losses - 12,478 hectares of agricultural crops (rice, vegetables, sorghum) damaged.",1,0,875,2,54,12,772,182,0
,40128.47,,122,30/07/1994,,Tropical Cyclone,Cambodia,,30/07/1994,6,"Provinces: Kampang Speu, Kandal, Western Pursat, Northwestern Battambang",22000,10,08/08/1994,0,12.5629,103.825,1,0,5.603452601,Tropical cyclone,,Thousands of hectares of rice seedlings destroyed.,1,0,874,1,53,12,771,182,0
,18141.64,,63,06/08/1994,,Tropical Cyclone,Philippines,,06/08/1994,0,"Batanes IslandsNorthern Luzon Provinces - Cagayan, Isabela, Aurora",0,5,10/08/1994,0,17.5285,121.93,1,0,4.957646549,Tropical cyclone,,,1,0,873,1,52,12,770,182,0
,16588.35,,62,01/08/1994,100000000,Tropical Cyclone,Taiwan,"100,000,000",01/08/1994,10,South and East: Hualien,0,4,04/08/1994,0,23.0569,120.915,1,0,4.821863181,Tropical cyclone,,"$100,000,000 in agricultural losses.",1,0,872,1,51,12,769,182,0
,124812.48,,61,28/07/1994,8000000,Tropical Cyclone,Thailand,"8,000,000",28/07/1994,9,"Northern and Western Provinces: Lampang, Nan, Kanchanaburi, Phrae, Chiang Rai, Mae Hong Son, Tak, Phayao, Chiang Mai",10000,6,02/08/1994,0,17.0729,98.8099,1,0,5.874409263,Tropical cyclone,,Flooding and landslide.,1,0,871,1,50,12,768,182,0
,20898.85,,60,28/07/1994,,Heavy Rain,Ethiopia,,28/07/1994,4,Afar Region - Dubti District,30000,7,03/08/1994,0,11.6671,40.9756,1,0,5.165220429,Heavy rain,,,1,0,870,1,49,12,767,182,0
,22004.15,,58,23/07/1994,10425000,Tropical Cyclone,Philippines,"10,425,000",23/07/1994,37,"Northern Luzon Provinces, Mt. Pinatubo, Manila",264837,12,03/08/1994,0,15.6143,120.804,1,0,5.421685843,Tropical cyclone,,"Flooding and avalanche of mud, ash and other volcanic debris around Mt. Pinatubo.",1,0,869,1,48,12,766,182,0
,25394.77,,57,22/07/1994,1600000,Monsoon Rain,Philippines,"1,600,000",22/07/1994,2,"Panay, Negros Islands",18000,12,02/08/1994,0,10.017,122.982,1,0,5.483925530,Monsoonal Rain,,,1,0,868,1,47,12,765,182,0
,1066165.02,,55,23/07/1994,1500000000,Heavy Rain,China,"1,500,000,000",23/07/1994,128,"Provinces: Heilongjiang, Jilin, Liaoning, Inner Mongolia Northern autonomous region",2000000,22,13/08/1994,0,46.1544,125.126,1,1,7.671277106,Heavy rain,,"500,000 houses destroyed.  Rivers at highest levels since 1949.No summer harvest in Inner Mongolia.  In Liaoning, 1.33 million hectares of farmland inundated, 30,000 farm animals drowned.",1,0,867,2,46,12,764,182,0
,2987.02,,54,22/07/1994,,Heavy Rain,China,,22/07/1994,10,"Macau, Hong Kong - Zhuhai, Shenzhen",2000,6,27/07/1994,0,22.4405,114.116,1,0,4.554419377,Heavy rain,,"Up to 10 ft of water on roads.  Over 400 mm (16 in) of rain in 36 hrs.  Most intense rainfall in Macao and Zhuhai since 1952.Flooding and landslide.  500 families evacuated.",1,0,866,2,45,11,763,181,0
,17601.27,,53,15/07/1994,2300000,Heavy Rain,Vietnam,"2,300,000",15/07/1994,21,"Lai Chau Province: Dien Bien District, Muong Lay township",172,17,31/07/1994,0,21.8175,102.98,1,0,5.777022922,Heavy rain,,"Flooding and mudslides, dislodged bolders. Worst flood on record.  Destroyed 200 houses and 1,600 hectares (3,954 acres) of rice.",1,0,865,2,44,11,762,181,0
,12359.24,,51,15/07/1994,,Tropical Cyclone,Philippines,,15/07/1994,8,"Luzon Provinces: Pampanga, Bataan, Zambales, Bulacan.",114674,6,20/07/1994,0,15.1291,120.621,1,0,4.870143016,Tropical cyclone,,,1,0,864,1,43,11,761,181,0
,343251.55,,50,11/07/1994,330000000,Monsoon Rain,Pakistan,"330,000,000",11/07/1994,333,"Provinces Sindh, Punjab, Gudu, Sukkuer",30000,68,16/09/1994,0,28.9156,71.1034,1,1,7.368121420,Monsoonal rain,,"12,000 cattle killed.  Cotton crop devastated - 70% lost in Sindh.  500,000 acres (200,000 hectares) of cultivated land in central and lower Sindh province destroyed.  Over 16.6 million acres of land were flooded total, 1 million of which held cotton, rice, sugarcane.",1,0,863,1,42,11,760,181,0
,183806.7,,49,11/07/1994,95000000,Heavy Rain,China,"95,000,000",11/07/1994,41,Hubei Province,0,8,18/07/1994,0,31.1973,112.268,1,1,6.167451325,Heavy rain,,3400 families homeless.  11 hrs of rain.,1,0,862,1,41,10,759,180,0
,37086.97,,48,10/07/1994,444000,Tropical Cyclone,Philippines,"444,000",10/07/1994,0,"Northern Luzon Provinces: Cagayan, La Union, Pangasinan, Dagupan City",0,7,16/07/1994,0,16.7179,121.046,1,0,5.414319393,Tropical cyclone,,"3,600 houses were destroyed, and damage to crops and infrastructure reached $444,000.",1,0,861,1,40,9,758,179,0
,155500.97,,47,09/07/1994,,Heavy Rain,Iran,,09/07/1994,24,"Sistan-Baluchestan Province: Iranshahr, Khash",0,3,11/07/1994,0,27.4913,61.0726,1,0,5.668854357,Heavy rain,,"Flooding and landslides.  Hundreds of farm animals perished. Hundreds of hectares of agricultural land, including 20,000 date palms flooded.",1,0,860,1,39,9,757,179,0
,21185.79,,45,04/07/1994,,Heavy Rain,Pakistan,,04/07/1994,12,Quetta,0,5,08/07/1994,0,30.3321,67.2212,1,0,5.025014667,Heavy rain,,Hundreds of adobe houses collapsed.  Standing crops damaged.,1,0,859,1,38,9,756,179,0
,52338.52,,44,03/07/1994,,Monsoon Rain,India,,03/07/1994,60,"Himachal Pradesh State - Kullu, Kangra Districts",0,10,12/07/1994,0,31.7869,77.252,1,0,5.718821438,Monsoonal rain,,Vast agricultural areas flooded.,1,0,858,1,37,9,755,179,0
,322784.51,,43,02/07/1994,,Heavy Rain,Russia,,02/07/1994,4,Buryatia Region,0,6,07/07/1994,0,53.6353,111.609,1,1,6.287063936,Heavy rain,,Damage exceeds 3 billion rubles.,1,0,857,1,36,9,754,179,0
,167722.97,,42,01/07/1994,,Tropical Cyclone,USA,see notes,01/07/1994,32,"Florida Panhandle: BlountstownGeorgia: Bainbridge, Americus, Albany, MaconSoutheast Alabama",20000,15,15/07/1994,0,31.07,-84.3318,1,1,6.400683803,Tropical cyclone,,"Tropical Storm Alberto 400,000 acres of farmland in south Georgia flooded.  Billions of dollars in damage.",1,0,856,1,35,8,753,178,0
,1981837.41,,39,01/07/1994,,Monsoon Rain,India,,01/07/1994,617,"States: Rajasthan, Madhya Pradesh, Jammu-Kashmir, Andhra Pradesh, Maharashtra, Karnataka, Gujarat, Kerala, Punjab",800000,24,24/07/1994,0,20.6258,76.6191,1,1,7.677279264,Monsoonal rain,,Flooding and mudslides.  Annual monsoon rains.,1,0,855,1,34,7,752,177,0
,11393.12,,38,24/06/1994,,Heavy Rain,South Africa,,24/06/1994,2,Western Cape Province - Capetown,3000,5,28/06/1994,0,-33.9535,18.8851,1,0,5.056642672,Heavy rain,,Thousands of squatters left homeless.  Storms of an intensity that occur only every 50-100 yrs.,1,0,854,2,33,6,751,176,0
,13311.18,,37,22/06/1994,,Heavy Rain,USA,,22/06/1994,2,Kentucky,0,6,27/06/1994,0,37.0272,-83.6886,1,0,4.902367807,Heavy rain,,,1,0,853,1,32,6,750,176,0
,6360.08,,36,14/06/1994,,Monsoon Rain,Bangladesh,,14/06/1994,1,"Ramu Village, Cox's Bazar, Chittagong",0,9,22/06/1994,0,21.8758,92.071,1,0,4.757705088,Monsoonal rain,,"Flooding and mudslides.  30,000 people trapped in their homes, rice fields swamped.",1,0,852,1,31,6,749,176,0
,1015419.65,,35,09/06/1994,3500000000,Heavy Rain,China,"3,500,000,000",09/06/1994,719,"Provinces: Guangdong, Guangxi, Hunan, Jiangxi, Fujian, Zhejiang",0,21,29/06/1994,0,25.7177,113.189,1,1,7.629894854,Heavy rain,,"Worst flooding in China in 100 yrs.  610,000 homes destroyed, summer rice crops ruined.July - Typhoon Tim in Fujian Province",1,0,851,2,30,6,748,176,0
,27784.17,,34,05/06/1994,,Avalanche Related,Colombia,,05/06/1994,2,"Cauca Province - Toribio, Pitalito, Toez, Irlanda, Talaga, Simbola, Cupritas, Belancazar.",240,5,09/06/1994,0,2.1264,-76.8547,1,0,5.142767432,Avalanche related,,"An earthquake sent an avalanche of ice, rocks, and mud down the slopes of volcano Nevado del Huila into two rivers, causing them to overflow their banks and destroy about 60 homes and several bridges.  Debris caused Paez river to rise 16 ft.  Hundreds feared dead.",1,0,850,1,29,5,747,175,0
,11309.84,,33,01/06/1994,,Monsoon Rain,Bangladesh,,01/06/1994,6,Sylhet District,11000,6,06/06/1994,0,24.6457,91.803,1,0,4.831607711,Monsoonal rain,,,1,0,849,1,28,5,746,175,0
,3590.36,,32,31/05/1994,,Dam Failure,Armenia,,31/05/1994,5,"Town of Artik, Villiages of Nor Kyank, Vardakar.",400,2,01/06/1994,0,40.7485,44.0001,0,0,3.856167992,"Dam/Levy, break or release",,"165-foot (50-m) high dam collapsed, releasing 1.5 million cubic ft of water over farmland, grazing pasture, and villages.  100 houses flooded.",1,0,848,1,27,5,745,175,0
,22905.3,,31,28/05/1994,,Heavy Rain,Russia,,28/05/1994,2,"Nizhni Novogorod Region - Villiages of Diveyevo, Voznesenskoye, Satis",0,3,30/05/1994,0,55.3351,43.3263,1,0,4.837057239,Heavy rain,,,1,0,847,1,27,5,745,175,0
,3394.93,,30,25/05/1994,,Monsoon Rain,Sri Lanka,,25/05/1994,7,Ehaliyadoa,0,4,28/05/1994,0,6.61343,80.3366,1,0,4.132890815,Monsoonal rain,,Flooding and landslides.,1,0,846,1,26,5,744,175,0
,121675.06,,29,01/05/1994,,Heavy Rain,China,,01/05/1994,70,"Fujian Province - Sanming, Nanping, Longyan, Putian, Quanzhou, Fuzhou",2000,9,09/05/1994,0,25.9398,118.128,1,1,6.340474074,Heavy rain,,"Worst flooding in the province in 40 years.  40 cities and counties ravaged by 3 days of heavy rainfall and powerful gusts.  61,000 hectares of crops inundated - loss of 650m renminbi.",1,0,845,2,25,5,743,175,0
,165721.86,,27,01/05/1994,161000000,Heavy Rain,China,"161,000,000",01/05/1994,95,Jiangxi Province,0,3,03/05/1994,0,27.2874,116.038,1,0,5.696501054,Heavy rain,,"Flooding, hail, and landslides.",1,0,844,1,24,4,742,174,0
,9570.23,,26,30/04/1994,,Heavy Rain,Uganda,,30/04/1994,11,"Kasese district - Kyarumbar subcounty, Rwenzori Mountain slopes",0,3,02/05/1994,0,0.277229,30.1332,1,0,4.458043630,Heavy rain,,Floods and landslides due to heavy rain in the mountains.  Extensive damage to crops and bridges.,1,0,843,1,23,4,741,174,0
,22176.39,,25,19/04/1994,,Tropical Cyclone,Bangladesh,,19/04/1994,20,"Districts: Nokhali, Chittagong, Janakantha, Ittefaq",12000,5,23/04/1994,0,22.5171,92.0895,1,0,5.044860855,Tropical cyclone,,"Flooding, mudslides, and lightening.  3,000 mud-and-thatch huts flattened.",1,0,842,1,22,4,740,174,0
,644301.28,,24,09/04/1994,,Rain and Snow,USA,,09/04/1994,6,"Missouri, Ohio, Kansas, Central and Southern Illinois, Oklahoma",4000,10,18/04/1994,0,36.8932,-97.9613,1,1,6.809088994,Rain and snowmelt,,"Meramec crested at 37.4 ft - 21 ft above flood stage.  Neosho crested at Miami, OK at 25.6 ft - 10 ft above flood stage.  Agricultural land flooded in southeastern Ohio.",1,0,841,1,21,4,739,174,0
,463435.11,,23,06/04/1994,,Snowmelt,Russia,,06/04/1994,13,"Regions: Volgograd, Tambov, Oryol, Penza, Kalmykia, Rostov",2795,9,14/04/1994,0,49.4354,41.1058,1,1,6.620231442,Snowmelt,,"5,630 hectares of farmland flooded in Penza.",1,0,840,1,20,3,738,173,0
,2275.44,,22,29/03/1994,,Heavy Rain,Bangladesh,,29/03/1994,16,Sirajganj,100000,5,02/04/1994,0,23.9528,89.816,1,0,4.056035393,Heavy rain,,Heavy storms and lightening.,1,0,839,1,19,2,737,172,0
,36858.21,,21,18/03/1994,855000,Heavy Rain,Philippines,"855,000",18/03/1994,9,"Mindanao Provinces: Davao del Norte, Davao Oriental, Davao del Sur",16821,14,31/03/1994,0,8.3822,125.689,1,0,5.712662276,Heavy rain,,Two weeks of flash floods - extensive agricultural and infrastrucutre damage.,1,0,838,1,18,2,736,172,0
,3809.42,,20,24/03/1994,,Heavy Rain,Jordan,,24/03/1994,9,Al-Bouweidah area - Ramtha,300,3,26/03/1994,0,32.4176,35.9181,1,0,4.057980112,Heavy rain,,Farming region - agricultural damage.,1,0,837,1,17,2,735,172,0
,179822.05,,19,24/03/1994,,Torrential Rain,USA,,24/03/1994,35,"Alabama, Georgia",0,5,28/03/1994,0,33.0034,-85.308,1,0,5.953812949,Torrential rain,,Flashflooding caused by heavy storms and tornadoes.,1,0,836,1,16,2,734,172,0
,36275.49,,18,23/03/1994,1400000,Heavy Rain,Indonesia,"1,400,000",23/03/1994,12,"Central Java - Cepu district, Ngawi districtEast Java - Lamongan district, Kedungkerep",83125,4,26/03/1994,0,-7.50232,111.684,1,0,5.161673279,Heavy rain,,"15,000 houses in 129 villages flooded.  Some areas under more than 6.5 ft (2 m) of water.  Thousands of acres of farmland inundated.",1,0,835,1,15,2,733,172,0
,72009.25,,15,17/03/1994,,Heavy Rain,Russia,,17/03/1994,7,Kalmykia,0,6,22/03/1994,0,46.5257,44.6012,1,0,5.635539538,Heavy rain,,"58 dams burst and 4 bridges destroyed.  6,500 hectares of agricultural land destroyed.  200 houses, 15 cattle breeding farms (500 cattle killed), and 12 km or roads submerged.",1,0,834,1,14,2,732,172,0
,1822.72,,14,12/03/1994,1700000,Heavy Rain,Indonesia,"1,700,000",12/03/1994,5,Sumbawa Island: West Nusa Tenggara province - Bima,50000,5,16/03/1994,0,-8.48433,118.798,0,0,3.959689963,Heavy rain,,"Destroyed 3,000 hectares (7,410 acres) of rice.  Thousands of hectares of fishponds and salt-making fields flooded.  Water as high as 2 m (6.5 ft) inundated 12,000 houses, office buildings, schools.",1,0,833,1,13,2,731,172,0
,26419.01,,13,11/03/1994,,Heavy Rain,Iran,,11/03/1994,4,Khorasan province: Torbat-e-heidariyeh,80,4,14/03/1994,0,35.3656,59.3372,1,0,5.023976531,Heavy rain,,Floods inundated streets of the city and 20 houses in the downtown.,1,0,832,1,13,2,731,172,0
,27660.41,,12,27/02/1994,,Heavy Rain,Peru,,27/02/1994,17,"Lima, Batanchaca, Callao",120000,8,06/03/1994,0,-12.0008,-76.0086,1,0,5.645978596,Heavy rain,,Flooding and rockslide. Worst flooding of the Rimac River in 2 yrs as a result of torrential rain in the Andean highlands. Worst flooding in Lima's history.,1,0,831,2,12,2,730,172,0
,6727.37,,11,26/02/1994,,Heavy Rain,Bangladesh,,26/02/1994,13,Southeast - Chittagong City,0,5,02/03/1994,0,22.4749,92.0345,1,0,4.526815319,Heavy rain,,"Tens of thousands of hectares of farmlands devastated.  Bridges, highways, and houses swept away.",1,0,830,1,11,2,729,172,0
,19421.63,,10,11/02/1994,,Heavy Rain,Indonesia,,11/02/1994,5,North Sumatra Province: Medan district - Lumban Julu Village,0,4,14/02/1994,0,3.12557,99.033,1,0,4.890345667,Heavy rain,,Destroyed rice barns and killed livestock.,1,0,829,1,10,2,728,172,0
,609261.38,,9,31/01/1994,,Heavy Rain,Peru,,31/01/1994,63,"Jungle and Andes Provinces: Junin, Cajamarca, Jauja, Satipo, Oxapampa",12000,21,20/02/1994,0,-8.13028,-77.0482,1,1,7.107022945,Heavy rain,,"5,000 acres of fruit plantations destroyed. 25,000 acres (10,000 hectares) of agricultural land damaged or destroyed.  15 of 25 provinces affected.",1,0,828,1,9,2,727,172,0
,142993.47,,8,31/01/1994,,Tropical Cyclone,Madagascar,,31/01/1994,200,"Antananarivo, Toamasina",50000,17,16/02/1994,0,-18.8541,47.7167,1,1,6.385765127,Tropical cyclone,,Rice crops severely damaged.,1,0,827,1,8,1,726,171,0
,4298.62,,7,31/01/1994,,Heavy Rain,Colombia,,31/01/1994,16,Town of Florida,60000,3,02/02/1994,0,3.52764,-76.2,1,0,4.110450310,Heavy rain,,Flooding and mudslides.  Fraile River swelled and formed a mudslide 12 ft deep.,1,0,826,1,7,0,725,170,0
,59036.58,,6,28/01/1994,,Heavy Rain,Indonesia,,28/01/1994,2,"Central Java - Brebes district, Banjumas RegionEast Java",0,4,31/01/1994,0,-7.37598,110.662,1,0,5.373181182,Heavy rain,,Flooding in Brebes over 2 meters.  Destroyed dozens of houses and hundreds of hectares of shrimp and fish ponds.,1,0,825,1,6,0,724,170,0
,65497.93,,5,16/01/1994,,Tropical Cyclone,Papua New Guinea,,16/01/1994,9,Southeastern Papua New Guinea,0,5,20/01/1994,0,-9.05287,148.53,1,0,5.515197579,Tropical cyclone,,,1,0,824,1,5,0,723,170,0
,120854.33,,4,16/01/1994,,Tropical Cyclone,Australia,,16/01/1994,13,"Brisbane, Great Barrier Reef area",0,5,20/01/1994,0,-25.2628,151.685,1,0,5.781232219,Tropical cyclone,,,1,0,823,1,4,0,722,170,0
,10207.65,,3,12/01/1994,1900000,Heavy Rain,Indonesia,"1,900,000",12/01/1994,10,West Java - Bandung District,50700,11,22/01/1994,0,-6.83998,107.657,1,0,5.050318456,Heavy rain,,"39 villiages swamped, flood waters over 8 ft.  Rice fields and about 12,500 houses, offices, schools and other public buildings flooded.",1,0,822,1,3,0,721,170,0
,65599.48,,2,09/01/1994,,Heavy Rain,Tanzania,,09/01/1994,31,"Southeast Tanzania: Kilwa district - Lindi region - Kinjumbi, Mtiyarambungo Villages.",7000,5,13/01/1994,0,-9.38978,38.4373,1,0,5.515870401,Heavy rain,,"1,400 acres of farmland were devastated.",1,0,821,1,2,0,720,170,0
,44225.95,,1,04/01/1994,,Tropical Cyclone,Philippines,,04/01/1994,29,"Southern Luzon: Sorsogon Province - ManitoVisayasNorthern Mindanao",14000,5,08/01/1994,0,13.4358,123.45,1,0,5.344647175,Tropical cyclone,,Flashfloods and landslides.  49 missing and feared dead.,1,0,820,1,1,0,719,170,0
,5379.22,,1993099,30/12/1993,,Heavy Rain,UK,,30/12/1993,0,"Southern England - West Sussex and Kent .Towns: Polperro, Uckfield, Barnham, Lamberhurst area. Rivers: Pol, Uck, Tiese, the Lesser Tiese and the Beult",300,2,31/12/1993,0,51.0549,0.83137,1,0,4.031749302,Heavy rain,,"""The dampest winter in 12 years has left parts of southern England from Kent to Cornwall flooded after weeks of heavy rain"" worst flooding in 17 yrs on the River Pol",1,0,819,1,80,18,718,170,0
,9588.1,,1993098,29/12/1993,,Heavy Rain,Papua New Guinea,,29/12/1993,14,"Central highlands, Chimbu Province",3500,2,30/12/1993,0,-6.46321,145.32,1,0,4.282762551,Heavy rain,,"""a fierce storm hit villages in the western highlands and chimbu province of papua new guinea (png) early today, leaving at least 14 people dead and more missing. "" CAUSE:Heavy rains",1,0,818,1,79,18,717,170,0
,1266.81,,1993097,27/12/1993,7400000,Tropical Cyclone,Philippines,"7,400,000",27/12/1993,6,Mindanao Island - Surigao del Norte province and Butuan City,12000,2,28/12/1993,0,9.65856,125.59,0,0,3.403741479,Tropical cyclone,,"""Drownings were reported in Surigao del Norte province and Butuan City, which were hit by massive flooding that destroyed at least 208 million pesos (7.43 million dollars) worth of houses and public infrastructure"" CAUSE:Typhoon rains",1,0,817,1,78,18,716,170,0
,4052.37,,1993096,26/12/1993,,Torrential Rain,Indonesia,,26/12/1993,2,"Java Island -West Java province districts: Tanggerang, Serang and Lebak; Cidurian and Ciujung rivers",8000,2,27/12/1993,0,-6.24192,106.357,0,0,3.908739087,Torrential rain,,"""At least two people were swept away by the floods water in Tanggerang district, while thousands of acres of farm plantations were seriously damaged."" CAUSE:Torrential rains",1,0,816,1,78,18,716,170,0
,3180.52,,1993095,23/12/1993,,Heavy Rain,Israel,,23/12/1993,2,Dead Sea area. Eilat town. Ein Gedi nature reserve,0,1,23/12/1993,0,30.2472,35.0229,0,0,3.803528127,Heavy rain,,"""The rainfall that began overnight in southern Israel was equal to the average rain the area receives in a year. The flooding disrupted traffic on all the major highways in the south, cutting off the southern resort of Eilat."" CAUSE:""Extraordinary rainfall"" Worst flooding in 25 yrs in Negev.",1,0,815,2,78,18,716,170,0
,4267.45,,1993094,20/12/1993,159000000,Heavy Rain,Ukraine,"159,000,000",20/12/1993,5,Zakarpatskaya (Transcarpathia) region,25000,5,24/12/1993,0,48.3884,22.7867,1,0,4.329138446,Heavy rain,,"""The latest statistics released by the government's flood-relief committee also showed that 139 residential areas and 15,000 buildings have been inundated and large numbers of communication lines, roads and bridges destroyed."" CAUSE:""three-day consecutive rains on december 20-22 throughout the region""",1,0,814,1,78,18,716,170,0
,103827.06,,1993093,22/12/1993,,Monsoon Rain,Malaysia,,22/12/1993,23,"Kelantan state - Kota Bahru, Pasir Mas, Tumpat, Kuala Krai. Other states affected were Trengganu, Pahang, Perak, Johore and Sabah. Padas River",20000,6,27/12/1993,0,3.79233,102.442,1,0,5.794461807,Monsoonal rain,,"""In and around the capital of Kelantan, Kota Bahru ... 26 villages and 25 roads have been flooded with water between 1.35 meter (4.42 feet) and 0.15 meter (0.5 feet), officials said. "" CAUSE:Annual monsoon rains",1,0,813,1,77,18,715,170,0
